timestamp,open,high,low,close,Pattern Alert,Volume
1970-01-01 00:00:01.747605600+00:00,173.818,173.818,173.619,173.718,0,657
1970-01-01 00:00:01.747605900+00:00,173.718,173.791,173.676,173.757,0,510
1970-01-01 00:00:01.747606200+00:00,173.757,173.763,173.67,173.682,0,685
1970-01-01 00:00:01.747606500+00:00,173.682,173.819,173.646,173.709,0,744
1970-01-01 00:00:01.747606800+00:00,173.709,173.786,173.681,173.729,0,646
1970-01-01 00:00:01.747607100+00:00,173.729,173.781,173.707,173.77,0,486
1970-01-01 00:00:01.747607400+00:00,173.77,173.843,173.764,173.832,0,675
1970-01-01 00:00:01.747607700+00:00,173.832,173.9,173.802,173.88,0,447
1970-01-01 00:00:01.747608+00:00,173.88,173.895,173.843,173.88,0,376
1970-01-01 00:00:01.747608300+00:00,173.88,173.891,173.841,173.844,0,324
1970-01-01 00:00:01.747608600+00:00,173.844,173.882,173.786,173.806,0,266
1970-01-01 00:00:01.747608900+00:00,173.806,173.891,173.805,173.867,0,336
1970-01-01 00:00:01.747609200+00:00,173.867,173.902,173.835,173.849,0,512
1970-01-01 00:00:01.747609500+00:00,173.849,173.893,173.829,173.891,0,534
1970-01-01 00:00:01.747609800+00:00,173.891,173.896,173.858,173.883,0,434
1970-01-01 00:00:01.747610100+00:00,173.883,173.897,173.869,173.881,0,345
1970-01-01 00:00:01.747610400+00:00,173.881,173.923,173.879,173.915,0,435
1970-01-01 00:00:01.747610700+00:00,173.915,173.939,173.896,173.926,0,395
1970-01-01 00:00:01.747611+00:00,173.926,173.998,173.92,173.969,0,502
1970-01-01 00:00:01.747611300+00:00,173.969,174.051,173.953,174.028,0,639
1970-01-01 00:00:01.747611600+00:00,174.028,174.09,173.971,174.005,0,949
1970-01-01 00:00:01.747611900+00:00,174.005,174.017,173.938,173.967,0,767
1970-01-01 00:00:01.747612200+00:00,173.967,173.973,173.892,173.908,0,766
1970-01-01 00:00:01.747612500+00:00,173.908,173.911,173.842,173.842,0,807
1970-01-01 00:00:01.747612800+00:00,173.842,173.898,173.799,173.801,0,1713
1970-01-01 00:00:01.747613100+00:00,173.801,173.944,173.8,173.91,0,1613
1970-01-01 00:00:01.747613400+00:00,173.91,173.968,173.885,173.899,0,1147
1970-01-01 00:00:01.747613700+00:00,173.899,173.899,173.829,173.883,0,1427
1970-01-01 00:00:01.747614+00:00,173.883,173.906,173.843,173.855,0,1092
1970-01-01 00:00:01.747614300+00:00,173.855,173.864,173.791,173.842,0,1158
1970-01-01 00:00:01.747614600+00:00,173.842,173.85,173.706,173.734,0,1355
1970-01-01 00:00:01.747614900+00:00,173.734,173.777,173.696,173.711,0,1502
1970-01-01 00:00:01.747615200+00:00,173.711,173.731,173.674,173.703,0,1533
1970-01-01 00:00:01.747615500+00:00,173.703,173.724,173.629,173.634,0,1169
1970-01-01 00:00:01.747615800+00:00,173.634,173.673,173.581,173.59,0,3363
1970-01-01 00:00:01.747616100+00:00,173.59,173.625,173.511,173.554,0,1851
1970-01-01 00:00:01.747616400+00:00,173.554,173.566,173.465,173.552,0,1855
1970-01-01 00:00:01.747616700+00:00,173.552,173.559,173.472,173.502,0,1314
1970-01-01 00:00:01.747617+00:00,173.502,173.569,173.48,173.566,0,1260
1970-01-01 00:00:01.747617300+00:00,173.566,173.644,173.556,173.624,0,1665
1970-01-01 00:00:01.747617600+00:00,173.624,173.675,173.556,173.564,0,1392
1970-01-01 00:00:01.747617900+00:00,173.564,173.585,173.527,173.555,0,954
1970-01-01 00:00:01.747618200+00:00,173.555,173.58,173.496,173.507,0,1512
1970-01-01 00:00:01.747618500+00:00,173.507,173.547,173.459,173.478,0,1236
1970-01-01 00:00:01.747618800+00:00,173.478,173.532,173.449,173.476,0,1779
1970-01-01 00:00:01.747619100+00:00,173.476,173.503,173.455,173.496,0,1250
1970-01-01 00:00:01.747619400+00:00,173.496,173.532,173.477,173.486,0,1075
1970-01-01 00:00:01.747619700+00:00,173.486,173.556,173.476,173.5,0,1343
1970-01-01 00:00:01.747620+00:00,173.5,173.624,173.493,173.619,0,1174
1970-01-01 00:00:01.747620300+00:00,173.619,173.695,173.61,173.636,0,1067
1970-01-01 00:00:01.747620600+00:00,173.636,173.675,173.582,173.588,0,1266
1970-01-01 00:00:01.747620900+00:00,173.588,173.671,173.555,173.655,0,902
1970-01-01 00:00:01.747621200+00:00,173.655,173.754,173.646,173.75,0,821
1970-01-01 00:00:01.747621500+00:00,173.75,173.769,173.677,173.74,0,1275
1970-01-01 00:00:01.747621800+00:00,173.74,173.765,173.691,173.706,0,1174
1970-01-01 00:00:01.747622100+00:00,173.706,173.744,173.688,173.695,0,1890
1970-01-01 00:00:01.747622400+00:00,173.695,173.796,173.692,173.77,0,841
1970-01-01 00:00:01.747622700+00:00,173.77,173.81,173.745,173.777,0,832
1970-01-01 00:00:01.747623+00:00,173.777,173.794,173.73,173.748,0,905
1970-01-01 00:00:01.747623300+00:00,173.748,173.824,173.739,173.815,0,826
1970-01-01 00:00:01.747623600+00:00,173.815,173.815,173.748,173.753,0,863
1970-01-01 00:00:01.747623900+00:00,173.753,173.78,173.673,173.735,0,850
1970-01-01 00:00:01.747624200+00:00,173.735,173.739,173.639,173.653,0,679
1970-01-01 00:00:01.747624500+00:00,173.653,173.672,173.636,173.653,0,1588
1970-01-01 00:00:01.747624800+00:00,173.653,173.674,173.637,173.653,0,592
1970-01-01 00:00:01.747625100+00:00,173.653,173.688,173.637,173.671,0,711
1970-01-01 00:00:01.747625400+00:00,173.671,173.712,173.648,173.684,0,776
1970-01-01 00:00:01.747625700+00:00,173.684,173.708,173.664,173.665,0,749
1970-01-01 00:00:01.747626+00:00,173.665,173.72,173.663,173.692,0,700
1970-01-01 00:00:01.747626300+00:00,173.692,173.739,173.68,173.723,0,649
1970-01-01 00:00:01.747626600+00:00,173.723,173.752,173.718,173.721,0,1174
1970-01-01 00:00:01.747626900+00:00,173.721,173.763,173.696,173.719,0,961
1970-01-01 00:00:01.747627200+00:00,173.719,173.749,173.705,173.735,0,693
1970-01-01 00:00:01.747627500+00:00,173.735,173.752,173.702,173.714,0,1043
1970-01-01 00:00:01.747627800+00:00,173.714,173.773,173.696,173.728,0,1436
1970-01-01 00:00:01.747628100+00:00,173.728,173.807,173.728,173.784,0,564
1970-01-01 00:00:01.747628400+00:00,173.784,173.832,173.774,173.832,0,516
1970-01-01 00:00:01.747628700+00:00,173.832,173.847,173.761,173.783,0,691
1970-01-01 00:00:01.747629+00:00,173.783,173.799,173.702,173.707,0,697
1970-01-01 00:00:01.747629300+00:00,173.707,173.749,173.682,173.694,0,804
1970-01-01 00:00:01.747629600+00:00,173.694,173.711,173.679,173.702,0,706
1970-01-01 00:00:01.747629900+00:00,173.702,173.758,173.7,173.732,0,629
1970-01-01 00:00:01.747630200+00:00,173.732,173.766,173.725,173.744,0,621
1970-01-01 00:00:01.747630500+00:00,173.744,173.756,173.714,173.736,0,709
1970-01-01 00:00:01.747630800+00:00,173.736,173.754,173.704,173.705,0,746
1970-01-01 00:00:01.747631100+00:00,173.705,173.737,173.655,173.691,0,704
1970-01-01 00:00:01.747631400+00:00,173.691,173.705,173.642,173.643,0,585
1970-01-01 00:00:01.747631700+00:00,173.643,173.685,173.629,173.633,0,631
1970-01-01 00:00:01.747632+00:00,173.633,173.639,173.577,173.588,0,847
1970-01-01 00:00:01.747632300+00:00,173.588,173.61,173.58,173.604,0,578
1970-01-01 00:00:01.747632600+00:00,173.604,173.639,173.591,173.633,0,715
1970-01-01 00:00:01.747632900+00:00,173.633,173.666,173.617,173.621,0,659
1970-01-01 00:00:01.747633200+00:00,173.621,173.671,173.61,173.663,0,877
1970-01-01 00:00:01.747633500+00:00,173.663,173.72,173.659,173.682,0,827
1970-01-01 00:00:01.747633800+00:00,173.682,173.695,173.655,173.665,0,958
1970-01-01 00:00:01.747634100+00:00,173.665,173.681,173.63,173.631,0,1249
1970-01-01 00:00:01.747634400+00:00,173.631,173.673,173.612,173.664,0,1133
