time,open,high,low,close,Pattern Alert,Volume
1750626000,1.84272,1.84272,1.84192,1.84192,0,11
1750626300,1.84192,1.84314,1.84171,1.84292,0,126
1750626600,1.84292,1.84354,1.84222,1.84297,0,121
1750626900,1.84297,1.84416,1.84283,1.84296,0,176
1750627200,1.84296,1.84322,1.84248,1.84248,0,37
1750627500,1.84248,1.84258,1.84238,1.84246,0,36
1750627800,1.84246,1.84354,1.84246,1.84327,0,91
1750628100,1.84327,1.8433,1.84313,1.8432,0,56
1750628400,1.8432,1.84338,1.84317,1.84338,0,46
1750628700,1.84338,1.84347,1.84297,1.84346,0,36
1750629000,1.84346,1.84351,1.8434,1.84349,0,43
1750629300,1.84349,1.8435,1.84271,1.84315,0,136
1750629600,1.84315,1.84488,1.84206,1.84438,0,788
1750629900,1.84438,1.84461,1.84336,1.84374,0,718
1750630200,1.84374,1.8446,1.84374,1.84422,0,576
1750630500,1.84422,1.84512,1.84404,1.84508,0,865
1750630800,1.84508,1.84534,1.84469,1.84505,0,894
1750631100,1.84505,1.84565,1.84494,1.8456,0,932
1750631400,1.8456,1.8457,1.84485,1.84541,0,1072
1750631700,1.84541,1.84552,1.84509,1.84525,0,1076
1750632000,1.84525,1.84571,1.84524,1.84571,0,743
1750632300,1.84571,1.8458,1.84518,1.84521,0,539
1750632600,1.84521,1.84568,1.84517,1.84535,0,637
1750632900,1.84535,1.8454,1.84482,1.84508,0,751
1750633200,1.84508,1.84587,1.84508,1.84582,0,677
1750633500,1.84582,1.8459,1.84527,1.84532,0,621
1750633800,1.84532,1.8457,1.84529,1.84535,0,717
1750634100,1.84535,1.84585,1.84535,1.84569,0,664
1750634400,1.84569,1.84587,1.84557,1.84582,0,593
1750634700,1.84582,1.84609,1.84565,1.84601,0,632
1750635000,1.84601,1.84645,1.84589,1.84616,0,626
1750635300,1.84616,1.84652,1.84615,1.84651,0,506
1750635600,1.84651,1.84668,1.84607,1.84609,0,519
1750635900,1.84609,1.84617,1.84582,1.84591,0,655
1750636200,1.84591,1.84607,1.84581,1.84597,0,642
1750636500,1.84597,1.84597,1.84551,1.84585,0,638
1750636800,1.84585,1.84626,1.8455,1.84569,0,1142
1750637100,1.84569,1.84582,1.84538,1.84547,0,838
1750637400,1.84547,1.84566,1.84522,1.84527,0,943
1750637700,1.84527,1.84565,1.84517,1.84534,0,718
1750638000,1.84534,1.84559,1.84509,1.8451,0,1004
1750638300,1.8451,1.84554,1.84501,1.8455,0,714
1750638600,1.8455,1.84563,1.84512,1.84526,0,753
1750638900,1.84526,1.84559,1.84506,1.84549,0,789
1750639200,1.84549,1.84555,1.84524,1.84536,0,799
1750639500,1.84536,1.84567,1.84515,1.84525,0,635
1750639800,1.84525,1.84588,1.84508,1.84529,0,938
1750640100,1.84529,1.84562,1.8452,1.84552,0,807
1750640400,1.84552,1.84571,1.84516,1.84534,0,1083
1750640700,1.84534,1.84547,1.84496,1.84504,0,814
1750641000,1.84504,1.84545,1.84499,1.84538,0,852
1750641300,1.84538,1.8454,1.84485,1.84502,0,751
1750641600,1.84502,1.84516,1.84486,1.84502,0,744
1750641900,1.84502,1.8452,1.84469,1.84479,0,703
1750642200,1.84479,1.84549,1.84477,1.84538,0,840
1750642500,1.84538,1.84627,1.84536,1.8462,0,687
1750642800,1.8462,1.84646,1.84591,1.84608,0,903
1750643100,1.84608,1.84666,1.84597,1.84656,0,788
1750643400,1.84656,1.84665,1.84623,1.84647,0,815
1750643700,1.84647,1.84664,1.8461,1.8466,0,799
1750644000,1.8466,1.84716,1.84657,1.847,0,783
1750644300,1.847,1.84709,1.84672,1.84679,0,687
1750644600,1.84679,1.84731,1.84679,1.84714,0,948
1750644900,1.84714,1.84785,1.84714,1.84781,0,759
1750645200,1.84781,1.84791,1.84753,1.84761,0,807
1750645500,1.84761,1.84795,1.84759,1.84783,0,635
1750645800,1.84783,1.84831,1.84777,1.84788,0,735
1750646100,1.84788,1.84803,1.8478,1.84786,0,577
1750646400,1.84786,1.84792,1.84755,1.84774,0,797
1750646700,1.84774,1.84785,1.8475,1.84759,0,696
1750647000,1.84759,1.84764,1.84737,1.84749,0,799
1750647300,1.84749,1.84749,1.84697,1.84701,0,787
1750647600,1.84701,1.84732,1.84699,1.8471,0,801
1750647900,1.8471,1.84756,1.8471,1.84748,0,807
1750648200,1.84748,1.84759,1.84689,1.84699,0,837
1750648500,1.84699,1.84703,1.84678,1.84682,0,644
1750648800,1.84682,1.84711,1.84673,1.84677,0,652
1750649100,1.84677,1.84693,1.84654,1.8467,0,673
1750649400,1.8467,1.84724,1.84661,1.84694,0,804
1750649700,1.84694,1.84713,1.8468,1.84682,0,520
1750650000,1.84682,1.84686,1.84661,1.84669,0,456
1750650300,1.84669,1.84712,1.84668,1.84698,0,537
1750650600,1.84698,1.84724,1.84689,1.84703,0,575
1750650900,1.84703,1.84705,1.84646,1.8466,0,607
1750651200,1.8466,1.84663,1.84622,1.84656,0,669
1750651500,1.84656,1.84701,1.84655,1.84673,0,667
1750651800,1.84673,1.84691,1.84626,1.84633,0,592
1750652100,1.84633,1.84675,1.84626,1.8467,0,573
1750652400,1.8467,1.84674,1.84626,1.84639,0,732
1750652700,1.84639,1.84643,1.84613,1.84639,0,564
1750653000,1.84639,1.84653,1.84618,1.84644,0,675
1750653300,1.84644,1.84673,1.84592,1.84608,0,673
1750653600,1.84608,1.84615,1.84527,1.84533,0,767
1750653900,1.84533,1.84536,1.84498,1.8451,0,571
1750654200,1.8451,1.8452,1.8447,1.84483,0,473
1750654500,1.84483,1.84498,1.8446,1.8448,0,481
1750654800,1.8448,1.84528,1.84471,1.84517,0,748
1750655100,1.84517,1.84557,1.84501,1.84543,0,755
1750655400,1.84543,1.84585,1.84541,1.8458,0,732
1750655700,1.8458,1.84628,1.84574,1.84627,0,826
1750656000,1.84627,1.8465,1.84613,1.8463,0,797
1750656300,1.8463,1.84661,1.84626,1.84647,0,681
1750656600,1.84647,1.84714,1.84643,1.84699,0,820
1750656900,1.84699,1.84706,1.8465,1.84701,0,785
1750657200,1.84701,1.84729,1.84691,1.84723,0,704
1750657500,1.84723,1.84751,1.84688,1.84708,0,771
1750657800,1.84708,1.84726,1.84659,1.8467,0,676
1750658100,1.8467,1.84694,1.84613,1.84664,0,934
1750658400,1.84664,1.84757,1.84664,1.84732,0,1242
1750658700,1.84732,1.84742,1.84664,1.8469,0,804
1750659000,1.8469,1.84727,1.84667,1.84717,0,1045
1750659300,1.84717,1.84749,1.84714,1.84736,0,736
1750659600,1.84736,1.84804,1.84734,1.84784,0,1241
1750659900,1.84784,1.84847,1.84775,1.8483,0,1107
1750660200,1.8483,1.84875,1.84791,1.84805,0,1357
1750660500,1.84805,1.84846,1.84792,1.84833,1,958
1750660800,1.84833,1.84893,1.8482,1.84888,0,1135
1750661100,1.84888,1.84936,1.84876,1.84923,0,812
1750661400,1.84923,1.84927,1.84876,1.84912,0,1038
1750661700,1.84912,1.84934,1.84865,1.84882,0,1173
1750662000,1.84882,1.84963,1.8485,1.84854,0,1682
1750662300,1.84854,1.84896,1.84854,1.84857,0,1043
1750662600,1.84857,1.84892,1.84834,1.8485,0,1347
1750662900,1.8485,1.84862,1.84798,1.84839,0,1220
1750663200,1.84839,1.84909,1.8482,1.84879,0,1500
1750663500,1.84879,1.84902,1.84846,1.84879,0,982
1750663800,1.84879,1.84949,1.84877,1.84914,0,1337
1750664100,1.84914,1.84959,1.84877,1.84886,0,1060
1750664400,1.84886,1.84886,1.84802,1.84843,0,1322
1750664700,1.84843,1.8495,1.84833,1.84911,0,1054
1750665000,1.84911,1.84962,1.8488,1.84889,0,1154
1750665300,1.84889,1.84889,1.84805,1.84837,0,1144
1750665600,1.84837,1.8494,1.84817,1.8494,0,1416
1750665900,1.8494,1.8497,1.84919,1.8493,0,1051
1750666200,1.8493,1.84994,1.8493,1.84945,0,1145
1750666500,1.84945,1.84978,1.84916,1.84922,0,894
1750666800,1.84922,1.84951,1.84902,1.84921,0,1133
1750667100,1.84921,1.84931,1.84882,1.84918,0,955
1750667400,1.84918,1.85068,1.84918,1.84989,0,1279
1750667700,1.84989,1.8502,1.84963,1.85019,0,861
1750668000,1.85019,1.8503,1.8496,1.84973,0,1076
1750668300,1.84973,1.84981,1.84877,1.84877,0,914
1750668600,1.84877,1.84921,1.84839,1.84849,0,1152
1750668900,1.84849,1.84849,1.84803,1.84814,0,848
1750669200,1.84814,1.84855,1.84699,1.84707,0,1192
1750669500,1.84707,1.84768,1.84599,1.8462,0,1314
1750669800,1.8462,1.84683,1.84564,1.84674,0,1371
1750670100,1.84674,1.84679,1.84622,1.84637,1,1078
1750670400,1.84637,1.84661,1.84537,1.84573,0,1598
1750670700,1.84573,1.84593,1.84491,1.84505,0,1224
1750671000,1.84505,1.84551,1.84438,1.84531,0,1490
1750671300,1.84531,1.84589,1.84504,1.84589,0,936
1750671600,1.84589,1.84667,1.84561,1.84648,0,1001
1750671900,1.84648,1.84677,1.84599,1.84615,0,834
1750672200,1.84615,1.8466,1.84586,1.84601,0,962
1750672500,1.84601,1.84623,1.84544,1.84602,0,1176
1750672800,1.84602,1.84618,1.84533,1.84562,0,1571
1750673100,1.84562,1.8462,1.84545,1.84588,0,992
1750673400,1.84588,1.84647,1.8457,1.84632,0,1016
1750673700,1.84632,1.84693,1.84624,1.84656,0,910
1750674000,1.84656,1.84661,1.84591,1.8462,0,1089
1750674300,1.8462,1.84632,1.84554,1.84567,0,800
1750674600,1.84567,1.84584,1.84527,1.84531,0,1013
1750674900,1.84531,1.84564,1.84503,1.84509,0,800
1750675200,1.84509,1.84574,1.84509,1.84529,0,967
1750675500,1.84529,1.84549,1.84509,1.84519,0,718
1750675800,1.84519,1.84526,1.84432,1.84454,0,911
1750676100,1.84454,1.84503,1.84414,1.84486,0,998
1750676400,1.84486,1.84543,1.84449,1.84515,0,1098
1750676700,1.84515,1.84527,1.84464,1.84525,0,975
1750677000,1.84525,1.8456,1.84518,1.84523,0,908
1750677300,1.84523,1.84552,1.84503,1.84512,0,764
1750677600,1.84512,1.84515,1.84397,1.84418,0,1042
1750677900,1.84418,1.84426,1.84362,1.84399,0,1009
1750678200,1.84399,1.84455,1.84389,1.84455,0,986
1750678500,1.84455,1.84476,1.8442,1.84472,0,787
1750678800,1.84472,1.84512,1.84443,1.84493,0,927
1750679100,1.84493,1.84504,1.84428,1.84439,0,950
1750679400,1.84439,1.8447,1.84417,1.84456,0,1285
1750679700,1.84456,1.84579,1.84449,1.84573,0,1482
1750680000,1.84573,1.8461,1.84503,1.84561,0,1608
1750680300,1.84561,1.84614,1.84544,1.84604,0,1274
1750680600,1.84604,1.84624,1.84568,1.84606,0,1120
1750680900,1.84606,1.84615,1.84535,1.84564,0,951
1750681200,1.84564,1.84586,1.8452,1.84557,0,1241
1750681500,1.84557,1.84558,1.84479,1.84479,0,1050
1750681800,1.84479,1.8449,1.84427,1.8447,0,1549
1750682100,1.8447,1.84474,1.84373,1.84394,0,1216
1750682400,1.84394,1.84443,1.84388,1.84443,0,1273
1750682700,1.84443,1.84494,1.84417,1.84426,1,1169
1750683000,1.84426,1.84481,1.84411,1.84476,0,1158
1750683300,1.84476,1.84576,1.84476,1.84549,0,942
1750683600,1.84549,1.84563,1.84481,1.84495,0,1359
1750683900,1.84495,1.84539,1.84478,1.84525,0,1154
1750684200,1.84525,1.84533,1.84472,1.84501,0,1113
1750684500,1.84501,1.84583,1.84501,1.84542,0,1029
1750684800,1.84542,1.84624,1.84495,1.84624,0,1012
1750685100,1.84624,1.84631,1.84545,1.84562,0,1060
1750685400,1.84562,1.84709,1.84555,1.84604,0,1831
1750685700,1.84604,1.84719,1.8458,1.84708,0,1729
1750686000,1.84708,1.84718,1.84644,1.8467,0,1771
1750686300,1.8467,1.84722,1.84615,1.84698,0,1613
1750686600,1.84698,1.84738,1.84652,1.84707,0,2100
1750686900,1.84707,1.84753,1.8467,1.8473,0,1679
1750687200,1.8473,1.84898,1.8473,1.8488,0,3646
1750687500,1.8488,1.85039,1.84857,1.85013,0,2399
1750687800,1.85013,1.85049,1.84963,1.85015,0,2610
1750688100,1.85015,1.85098,1.84997,1.85095,0,1487
