time,open,high,low,close,Volume
1746072300,2.07591,2.07634,2.0758,2.07602,536
1746072600,2.07602,2.07631,2.0758,2.07617,728
1746072900,2.07617,2.0767700000000002,2.07617,2.07645,620
1746073200,2.07645,2.07811,2.07645,2.07795,1047
1746073500,2.07795,2.0782000000000003,2.0776600000000003,2.07788,721
1746073800,2.07788,2.07812,2.07692,2.07708,531
1746074100,2.07708,2.07763,2.07672,2.0768,696
1746074400,2.0768,2.07735,2.07651,2.07678,594
1746074700,2.07678,2.07712,2.0765700000000002,2.0769,528
1746075000,2.0769,2.07741,2.0769,2.07714,658
1746075300,2.07714,2.0773,2.07655,2.07658,523
1746075600,2.07658,2.07663,2.07551,2.07582,690
1746075900,2.07582,2.07636,2.0757600000000003,2.07628,451
1746076200,2.07628,2.07629,2.07544,2.07591,522
1746076500,2.07591,2.0767100000000003,2.07568,2.0764400000000003,757
1746076800,2.0764400000000003,2.0778600000000003,2.0764,2.0775900000000003,1139
1746077100,2.0775900000000003,2.07805,2.0770500000000003,2.07758,1138
1746077400,2.07758,2.07809,2.07699,2.07716,859
1746077700,2.07716,2.07727,2.07665,2.0770500000000003,723
1746078000,2.0770500000000003,2.0778600000000003,2.07676,2.0778600000000003,638
1746078300,2.0778600000000003,2.07856,2.0778600000000003,2.0784000000000002,513
1746078600,2.0784000000000002,2.07909,2.07826,2.07872,681
1746078900,2.07872,2.079,2.07824,2.07834,967
1746079200,2.07834,2.0787,2.07789,2.07842,1103
1746079500,2.07842,2.07843,2.0774500000000002,2.0776,810
1746079800,2.0776,2.07797,2.07712,2.07764,944
1746080100,2.07764,2.07789,2.07688,2.0771800000000002,711
1746080400,2.0771800000000002,2.07818,2.07713,2.07733,835
1746080700,2.07733,2.0777,2.07666,2.0768400000000002,711
1746081000,2.0768400000000002,2.07816,2.0768,2.07778,1092
1746081300,2.07778,2.07832,2.07777,2.078,789
1746081600,2.078,2.07809,2.07703,2.0775200000000003,1013
1746081900,2.0775200000000003,2.0775200000000003,2.07646,2.07648,1127
1746082200,2.07648,2.07715,2.0764400000000003,2.0767,1374
1746082500,2.0767,2.07733,2.0765000000000002,2.07663,1834
1746082800,2.07663,2.07743,2.0756900000000003,2.07592,1799
1746083100,2.07592,2.07842,2.0758900000000002,2.0779900000000002,2239
1746083400,2.0779900000000002,2.07884,2.07791,2.0783,1314
1746083700,2.0783,2.0791500000000003,2.07792,2.07906,1297
1746084000,2.07906,2.07971,2.07883,2.07961,1206
1746084300,2.07961,2.08042,2.07929,2.08017,1118
1746084600,2.08017,2.0805700000000003,2.0791500000000003,2.08046,1448
1746084900,2.08046,2.08167,2.08002,2.08167,1533
1746085200,2.08167,2.08187,2.0808,2.08147,1007
1746085500,2.08147,2.08182,2.08106,2.0817200000000002,900
1746085800,2.0817200000000002,2.08245,2.08136,2.0824000000000003,727
1746086100,2.0824000000000003,2.0836900000000003,2.0824000000000003,2.08368,1313
1746086400,2.08368,2.08462,2.08358,2.08451,1481
1746086700,2.08451,2.08561,2.08402,2.08548,1405
1746087000,2.08548,2.08585,2.08482,2.08536,1325
1746087300,2.08536,2.08556,2.08487,2.08527,1050
1746087600,2.08527,2.08583,2.08472,2.08513,1116
1746087900,2.08513,2.08549,2.08438,2.08454,924
1746088200,2.08454,2.08577,2.08451,2.08568,1289
1746088500,2.08568,2.08645,2.08554,2.08623,793
1746088800,2.08623,2.08685,2.08605,2.08671,854
1746089100,2.08671,2.08686,2.08614,2.08649,855
1746089400,2.08649,2.0874800000000002,2.08644,2.0874,939
1746089700,2.0874,2.08746,2.08594,2.0860600000000002,869
1746090000,2.0860600000000002,2.08612,2.08478,2.08553,1298
1746090300,2.08553,2.0862000000000003,2.08533,2.0861,956
1746090600,2.0861,2.08737,2.0861,2.08729,1223
1746090900,2.08729,2.08764,2.08673,2.08677,1412
1746091200,2.08677,2.0873,2.08658,2.0869400000000002,867
1746091500,2.0869400000000002,2.0871,2.08648,2.08696,749
1746091800,2.08696,2.08743,2.08663,2.0873,985
1746092100,2.0873,2.08788,2.08718,2.0875,890
1746092400,2.0875,2.08781,2.0872,2.0876,682
1746092700,2.0876,2.08851,2.08753,2.08791,789
1746093000,2.08791,2.08791,2.08729,2.08744,557
1746093300,2.08744,2.08848,2.0872800000000002,2.0880900000000002,1263
1746093600,2.0880900000000002,2.08822,2.08751,2.0878900000000002,918
1746093900,2.0878900000000002,2.08854,2.08788,2.08831,701
1746094200,2.08831,2.0885000000000002,2.08791,2.0884,640
1746094500,2.0884,2.08858,2.08757,2.08785,983
1746094800,2.08785,2.08856,2.0875500000000002,2.0884300000000002,682
1746095100,2.0884300000000002,2.08875,2.08825,2.08855,1030
1746095400,2.08855,2.0886400000000003,2.0876900000000003,2.08805,1036
1746095700,2.08805,2.08829,2.0876200000000003,2.08774,880
1746096000,2.08774,2.08844,2.08688,2.08698,813
1746096300,2.08698,2.08738,2.0864000000000003,2.08642,1236
1746096600,2.08642,2.08646,2.0855900000000003,2.0857200000000002,978
1746096900,2.0857200000000002,2.08621,2.08553,2.08582,864
1746097200,2.08582,2.0868100000000003,2.08556,2.08594,1294
1746097500,2.08594,2.0868700000000002,2.0856500000000002,2.08651,1004
1746097800,2.08651,2.0868100000000003,2.0859900000000002,2.08634,737
1746098100,2.08634,2.0867,2.08574,2.08656,1239
1746098400,2.08656,2.08696,2.08571,2.0861300000000003,1213
1746098700,2.0861300000000003,2.08621,2.08535,2.08574,1221
1746099000,2.08574,2.08611,2.08539,2.08568,942
1746099300,2.08568,2.08585,2.08488,2.0854500000000002,968
1746099600,2.0854500000000002,2.08609,2.08528,2.08551,1220
1746099900,2.08551,2.08596,2.0852,2.08571,1317
1746100200,2.08571,2.08588,2.08436,2.0856,1376
1746100500,2.0856,2.08567,2.08463,2.08474,1047
1746100800,2.08474,2.08561,2.0846400000000003,2.08546,1075
1746101100,2.08546,2.08624,2.08517,2.08569,604
1746101400,2.08569,2.0865,2.08482,2.08503,896
1746101700,2.08503,2.08573,2.0849800000000003,2.0851800000000003,1528
1746102000,2.0851800000000003,2.08567,2.0849800000000003,2.08544,1383
1746102300,2.08544,2.08664,2.08519,2.08624,1096
1746102600,2.08624,2.08738,2.08551,2.0857,3577
1746102900,2.0857,2.08602,2.08495,2.0858,2342
1746103200,2.0858,2.08604,2.0848,2.08534,2158
1746103500,2.08534,2.08562,2.08463,2.08479,2044
1746103800,2.08479,2.08494,2.0836,2.08375,1861
1746104100,2.08375,2.08499,2.0836,2.0849,1130
1746104400,2.0849,2.08621,2.08483,2.08576,1836
1746104700,2.08576,2.08597,2.08475,2.08492,1748
1746105000,2.08492,2.08514,2.08452,2.0850400000000002,1738
1746105300,2.0850400000000002,2.08648,2.08492,2.0859,1512
1746105600,2.0859,2.0859,2.08458,2.08466,1685
1746105900,2.08466,2.0851,2.0844,2.0844,1200
1746106200,2.0844,2.08551,2.08418,2.08528,2160
1746106500,2.08528,2.08585,2.08468,2.0854500000000002,2219
1746106800,2.0854500000000002,2.08595,2.08435,2.08483,1414
1746107100,2.08483,2.08556,2.08473,2.085,1683
1746107400,2.085,2.0850400000000002,2.08398,2.0844300000000002,2067
1746107700,2.0844300000000002,2.08617,2.08417,2.0859,1651
1746108000,2.0859,2.0866700000000002,2.08417,2.08541,4372
1746108300,2.08541,2.08589,2.08303,2.08571,3738
1746108600,2.08571,2.08737,2.08543,2.08648,3814
1746108900,2.08648,2.08664,2.08567,2.0859900000000002,2513
1746109200,2.0859900000000002,2.08637,2.08505,2.08535,2273
1746109500,2.08535,2.08542,2.0839,2.08516,2545
1746109800,2.08516,2.08665,2.08483,2.08524,2576
1746110100,2.08524,2.08539,2.08334,2.08341,2703
1746110400,2.08341,2.08366,2.082,2.08264,2737
1746110700,2.08264,2.08343,2.0819900000000002,2.08204,1932
1746111000,2.08204,2.08371,2.08163,2.0832800000000002,2558
1746111300,2.0832800000000002,2.08364,2.08185,2.08232,3095
1746111600,2.08232,2.0829400000000002,2.08106,2.0816,3012
1746111900,2.0816,2.08208,2.08059,2.0812,1706
1746112200,2.0812,2.0819300000000003,2.08088,2.0815,1966
1746112500,2.0815,2.08181,2.08082,2.08144,2762
1746112800,2.08144,2.08168,2.08079,2.08114,1443
1746113100,2.08114,2.08135,2.08004,2.08028,1307
1746113400,2.08028,2.08181,2.08007,2.08139,1497
1746113700,2.08139,2.08221,2.08133,2.08187,1528
1746114000,2.08187,2.0830100000000003,2.08173,2.08256,1300
1746114300,2.08256,2.08322,2.08214,2.0823300000000002,1789
1746114600,2.0823300000000002,2.08306,2.08212,2.08283,1303
1746114900,2.08283,2.08357,2.0827400000000003,2.08289,1812
1746115200,2.08289,2.08338,2.08239,2.08319,1756
1746115500,2.08319,2.08326,2.08249,2.08309,950
1746115800,2.08309,2.0834,2.08222,2.08292,1357
1746116100,2.08292,2.08399,2.08292,2.0837,1355
1746116400,2.0837,2.08381,2.0829400000000002,2.0832800000000002,1347
1746116700,2.0832800000000002,2.08367,2.0828800000000003,2.08341,1193
1746117000,2.08341,2.08392,2.08319,2.0836200000000002,815
1746117300,2.0836200000000002,2.0838200000000002,2.0829400000000002,2.0830800000000003,597
1746117600,2.0830800000000003,2.0835,2.08299,2.0832,589
1746117900,2.0832,2.08375,2.08302,2.08367,419
1746118200,2.08367,2.08436,2.0833,2.08411,598
1746118500,2.08411,2.08454,2.08378,2.08378,608
1746118800,2.08378,2.08386,2.08266,2.08284,880
1746119100,2.08284,2.08314,2.0822000000000003,2.08232,525
1746119400,2.08232,2.08252,2.08166,2.082,578
1746119700,2.082,2.08221,2.08122,2.08126,752
1746120000,2.08126,2.08169,2.08079,2.0808,831
1746120300,2.0808,2.08153,2.08065,2.08127,1225
1746120600,2.08127,2.08164,2.08048,2.08052,953
1746120900,2.08052,2.08086,2.0804300000000002,2.08066,682
1746121200,2.08066,2.08149,2.08056,2.08128,953
1746121500,2.08128,2.08194,2.08124,2.0817,955
1746121800,2.0817,2.08177,2.0808400000000002,2.0809,884
1746122100,2.0809,2.08124,2.0805700000000003,2.08106,785
1746122400,2.08106,2.08136,2.08085,2.08093,825
1746122700,2.08093,2.08123,2.08033,2.08059,713
1746123000,2.08059,2.0807100000000003,2.07992,2.08015,640
1746123300,2.08015,2.0804,2.0793500000000003,2.08006,896
1746123600,2.08006,2.08025,2.07943,2.07994,1105
1746123900,2.07994,2.08022,2.07965,2.07987,698
1746124200,2.07987,2.08002,2.07926,2.07932,980
1746124500,2.07932,2.07964,2.07875,2.07904,995
1746124800,2.07904,2.07913,2.07822,2.07845,1059
1746125100,2.07845,2.07873,2.07825,2.0786000000000002,985
1746125400,2.0786000000000002,2.07943,2.07843,2.07914,1043
1746125700,2.07914,2.07943,2.07873,2.07905,659
1746126000,2.07905,2.0794,2.07895,2.07913,768
1746126300,2.07913,2.07957,2.079,2.07943,582
1746126600,2.07943,2.07992,2.07943,2.0795500000000002,603
1746126900,2.0795500000000002,2.07979,2.0794200000000003,2.07947,715
1746127200,2.07947,2.07948,2.07918,2.0794,350
1746127500,2.0794,2.07948,2.07916,2.07925,274
1746127800,2.07925,2.07933,2.07861,2.07891,565
1746128100,2.07891,2.0794200000000003,2.07872,2.0792,502
1746128400,2.0792,2.0795500000000002,2.07893,2.07946,477
1746128700,2.07946,2.07954,2.07905,2.07911,555
1746129000,2.07911,2.07997,2.07905,2.07956,611
1746129300,2.07956,2.08044,2.0792100000000002,2.07998,975
1746129600,2.07998,2.08053,2.07975,2.08032,506
1746129900,2.08032,2.08063,2.08005,2.08063,634
1746130200,2.08063,2.08088,2.0804,2.08044,384
1746130500,2.08044,2.08054,2.08025,2.08038,266
1746130800,2.08038,2.08038,2.0799,2.08008,277
1746131100,2.08008,2.08059,2.0800300000000003,2.08029,280
1746131400,2.08029,2.0805700000000003,2.07984,2.08005,781
1746131700,2.08005,2.08035,2.07985,2.08034,522
1746132000,2.08034,2.0808400000000002,2.08032,2.08053,493
1746132300,2.08053,2.08053,2.07994,2.07998,367
1746132600,2.07998,2.08015,2.07973,2.07992,342
