time,open,high,low,close,Volume
1745992800,2.08825,2.08863,2.0877600000000003,2.08811,832
1745993100,2.08811,2.08865,2.08737,2.0877600000000003,1027
1745993400,2.0877600000000003,2.0877600000000003,2.08658,2.08699,1332
1745993700,2.08699,2.0872,2.08614,2.08658,1193
1745994000,2.08658,2.08767,2.08645,2.08759,1133
1745994300,2.08759,2.08858,2.08747,2.08824,1334
1745994600,2.08824,2.09004,2.08824,2.0895200000000003,1237
1745994900,2.0895200000000003,2.09022,2.08947,2.09014,1221
1745995200,2.09014,2.09119,2.08969,2.0905400000000003,1392
1745995500,2.0905400000000003,2.09164,2.09053,2.09138,921
1745995800,2.09138,2.0918200000000002,2.09082,2.09084,869
1745996100,2.09084,2.09099,2.08982,2.09034,621
1745996400,2.09034,2.09171,2.09014,2.09086,1324
1745996700,2.09086,2.09263,2.09082,2.09211,1311
1745997000,2.09211,2.0924300000000002,2.09158,2.0918,1277
1745997300,2.0918,2.09286,2.09133,2.0928400000000003,1004
1745997600,2.0928400000000003,2.09289,2.09163,2.09206,967
1745997900,2.09206,2.0925700000000003,2.0916,2.09236,1187
1745998200,2.09236,2.09276,2.09177,2.09199,972
1745998500,2.09199,2.09302,2.09199,2.09256,1144
1745998800,2.09256,2.09337,2.09197,2.0931800000000003,1206
1745999100,2.0931800000000003,2.09436,2.09317,2.09361,1510
1745999400,2.09361,2.0941300000000003,2.09349,2.09364,818
1745999700,2.09364,2.0937900000000003,2.09295,2.09333,708
1746000000,2.09333,2.09385,2.09228,2.09329,1386
1746000300,2.09329,2.0935,2.09268,2.09293,994
1746000600,2.09293,2.0934500000000003,2.09271,2.09337,894
1746000900,2.09337,2.09339,2.09262,2.09275,975
1746001200,2.09275,2.0931800000000003,2.09239,2.09279,1003
1746001500,2.09279,2.0931100000000002,2.09242,2.0929100000000003,1272
1746001800,2.0929100000000003,2.09294,2.09154,2.09158,1328
1746002100,2.09158,2.09218,2.0915,2.0916900000000003,1188
1746002400,2.0916900000000003,2.09198,2.09104,2.09118,946
1746002700,2.09118,2.09205,2.09096,2.09165,965
1746003000,2.09165,2.0920300000000003,2.09104,2.0917,1307
1746003300,2.0917,2.09185,2.09099,2.0917600000000003,1006
1746003600,2.0917600000000003,2.09186,2.09042,2.09052,1401
1746003900,2.09052,2.0905400000000003,2.08927,2.09009,1204
1746004200,2.09009,2.09056,2.08973,2.09002,885
1746004500,2.09002,2.09014,2.08939,2.09003,877
1746004800,2.09003,2.0915500000000002,2.09003,2.09089,986
1746005100,2.09089,2.09139,2.0905,2.0905,734
1746005400,2.0905,2.09076,2.08964,2.09004,1251
1746005700,2.09004,2.09061,2.08992,2.09029,570
1746006000,2.09029,2.09035,2.08941,2.08958,856
1746006300,2.08958,2.0898,2.08908,2.0897900000000003,935
1746006600,2.0897900000000003,2.08983,2.08887,2.08905,885
1746006900,2.08905,2.08929,2.0884300000000002,2.08875,1031
1746007200,2.08875,2.08902,2.0879,2.08866,1494
1746007500,2.08866,2.0893100000000002,2.08852,2.0893100000000002,720
1746007800,2.0893100000000002,2.09003,2.0890400000000002,2.09002,756
1746008100,2.09002,2.09037,2.08968,2.08968,1075
1746008400,2.08968,2.09029,2.0893100000000002,2.08983,828
1746008700,2.08983,2.09023,2.0891100000000002,2.08923,635
1746009000,2.08923,2.09007,2.08923,2.08942,908
1746009300,2.08942,2.08966,2.08899,2.08914,1027
1746009600,2.08914,2.08985,2.08914,2.08927,891
1746009900,2.08927,2.09005,2.08906,2.08977,708
1746010200,2.08977,2.08985,2.0893100000000002,2.0895200000000003,798
1746010500,2.0895200000000003,2.0899300000000003,2.08881,2.0889,875
1746010800,2.0889,2.09001,2.08874,2.08995,970
1746011100,2.08995,2.09002,2.08937,2.08966,864
1746011400,2.08966,2.09088,2.08937,2.0908700000000002,984
1746011700,2.0908700000000002,2.09092,2.08977,2.08998,981
1746012000,2.08998,2.09009,2.0893,2.08936,856
1746012300,2.08936,2.0895,2.08886,2.08919,698
1746012600,2.08919,2.09004,2.08902,2.08996,579
1746012900,2.08996,2.09025,2.0897,2.09,609
1746013200,2.09,2.09038,2.08962,2.08962,673
1746013500,2.08962,2.0897200000000002,2.08899,2.08956,874
1746013800,2.08956,2.09001,2.08908,2.0898,880
1746014100,2.0898,2.08992,2.08927,2.08964,1012
1746014400,2.08964,2.08985,2.08893,2.08917,1087
1746014700,2.08917,2.08955,2.08894,2.08939,924
1746015000,2.08939,2.08978,2.0890400000000002,2.08947,962
1746015300,2.08947,2.09034,2.08888,2.0898,2207
1746015600,2.0898,2.0912,2.08968,2.0912,1708
1746015900,2.0912,2.09191,2.09004,2.09004,996
1746016200,2.09004,2.09444,2.08995,2.09355,4047
1746016500,2.09355,2.09566,2.09332,2.09545,2473
1746016800,2.09545,2.0976500000000002,2.09525,2.0971,2796
1746017100,2.0971,2.09753,2.0951400000000002,2.09539,3459
1746017400,2.09539,2.09583,2.0943300000000002,2.0944000000000003,2776
1746017700,2.0944000000000003,2.0953500000000003,2.0935900000000003,2.0950100000000003,2084
1746018000,2.0950100000000003,2.09622,2.09475,2.09598,2348
1746018300,2.09598,2.096,2.09498,2.09556,1649
1746018600,2.09556,2.09565,2.09354,2.09427,2618
1746018900,2.09427,2.0950800000000003,2.0936500000000002,2.09383,2206
1746019200,2.09383,2.0940600000000003,2.09191,2.09217,2439
1746019500,2.09217,2.09228,2.09035,2.09159,2597
1746019800,2.09159,2.09375,2.09156,2.0931,2645
1746020100,2.0931,2.0950800000000003,2.09292,2.09472,2359
1746020400,2.09472,2.0948700000000002,2.09374,2.0941300000000003,1627
1746020700,2.0941300000000003,2.0950100000000003,2.09174,2.0917600000000003,2193
1746021000,2.0917600000000003,2.09402,2.0914800000000002,2.09374,2064
1746021300,2.09374,2.09522,2.09235,2.09475,1727
1746021600,2.09475,2.09515,2.09214,2.0930400000000002,3118
1746021900,2.0930400000000002,2.09394,2.09204,2.0924300000000002,1855
1746022200,2.0924300000000002,2.0926400000000003,2.09137,2.0917600000000003,2277
1746022500,2.0917600000000003,2.09244,2.09119,2.09156,2999
1746022800,2.09156,2.09233,2.09098,2.09167,2655
1746023100,2.09167,2.09175,2.09088,2.09137,1891
1746023400,2.09137,2.09143,2.08987,2.09007,2043
1746023700,2.09007,2.09077,2.08964,2.08974,1601
1746024000,2.08974,2.08992,2.0875,2.0878900000000002,2124
1746024300,2.0878900000000002,2.0882,2.08699,2.08707,1695
1746024600,2.08707,2.09071,2.08703,2.08811,4001
1746024900,2.08811,2.0885700000000003,2.08659,2.0874800000000002,5072
1746025200,2.0874800000000002,2.08811,2.08658,2.08731,4167
1746025500,2.08731,2.08754,2.08594,2.0865,1524
1746025800,2.0865,2.08663,2.0856500000000002,2.08652,1646
1746026100,2.08652,2.08685,2.0858,2.08648,1777
1746026400,2.08648,2.08668,2.08408,2.08415,3519
1746026700,2.08415,2.08455,2.08364,2.08378,2336
1746027000,2.08378,2.08542,2.08361,2.08512,3192
1746027300,2.08512,2.08573,2.08454,2.08529,2022
1746027600,2.08529,2.08618,2.08448,2.0855,2312
1746027900,2.0855,2.08616,2.08499,2.08521,1932
1746028200,2.08521,2.08609,2.085,2.0857,1286
1746028500,2.0857,2.08585,2.0845000000000002,2.08519,1440
1746028800,2.08519,2.0858600000000003,2.0849,2.0857,1741
1746029100,2.0857,2.08622,2.08515,2.08526,1867
1746029400,2.08526,2.08624,2.08499,2.0862000000000003,1220
1746029700,2.0862000000000003,2.08665,2.08603,2.08658,1229
1746030000,2.08658,2.08707,2.08577,2.08585,1203
1746030300,2.08585,2.08657,2.08577,2.08617,1476
1746030600,2.08617,2.08731,2.08603,2.08717,1035
1746030900,2.08717,2.08788,2.08717,2.0873500000000003,1213
1746031200,2.0873500000000003,2.0873500000000003,2.0865,2.08689,953
1746031500,2.08689,2.08705,2.08673,2.08689,853
1746031800,2.08689,2.08703,2.08652,2.08689,806
1746032100,2.08689,2.08713,2.08661,2.08682,1011
1746032400,2.08682,2.08709,2.08612,2.08634,964
1746032700,2.08634,2.08659,2.0857,2.08592,1187
1746033000,2.08592,2.08648,2.0858,2.0859900000000002,873
1746033300,2.0859900000000002,2.08675,2.08578,2.08625,889
1746033600,2.08625,2.08662,2.0860600000000002,2.08637,904
1746033900,2.08637,2.08648,2.08549,2.08575,909
1746034200,2.08575,2.08581,2.08521,2.08527,663
1746034500,2.08527,2.0856,2.08489,2.0855200000000003,1216
1746034800,2.0855200000000003,2.0859300000000003,2.08543,2.08566,886
1746035100,2.08566,2.08604,2.0853800000000002,2.08557,688
1746035400,2.08557,2.08563,2.0850400000000002,2.08512,814
1746035700,2.08512,2.0861,2.08507,2.08548,1101
1746036000,2.08548,2.08592,2.08515,2.0853,892
1746036300,2.0853,2.08536,2.0814500000000002,2.08359,3314
1746036600,2.08359,2.08385,2.08214,2.0829400000000002,1677
1746036900,2.0829400000000002,2.08327,2.08139,2.08194,1998
1746037200,2.08194,2.083,2.0818,2.08297,1509
1746037500,2.08297,2.08387,2.08271,2.08339,1335
1746037800,2.08339,2.0842300000000002,2.08332,2.0836900000000003,1356
1746038100,2.0836900000000003,2.08465,2.08364,2.08463,1075
1746038400,2.08463,2.0848,2.0836,2.084,853
1746038700,2.084,2.08414,2.08278,2.08278,759
1746039000,2.08278,2.08311,2.08232,2.08242,786
1746039300,2.08242,2.08312,2.08208,2.08292,889
1746039600,2.08292,2.08338,2.08231,2.08255,934
1746039900,2.08255,2.0827,2.08196,2.08243,1071
1746040200,2.08243,2.08253,2.0814,2.08167,997
1746040500,2.08167,2.08234,2.08155,2.08226,882
1746040800,2.08226,2.08235,2.08185,2.08216,786
1746041100,2.08216,2.08263,2.08211,2.08237,835
1746041400,2.08237,2.08266,2.0823300000000002,2.08261,892
1746041700,2.08261,2.0828800000000003,2.0820600000000002,2.0825,694
1746042000,2.0825,2.0826700000000002,2.08196,2.08231,720
1746042300,2.08231,2.08231,2.0811,2.08157,833
1746042600,2.08157,2.08157,2.08032,2.08044,1084
1746042900,2.08044,2.08096,2.0799600000000003,2.08096,1799
1746043200,2.08096,2.08175,2.07961,2.08162,3255
1746043500,2.08162,2.08171,2.07959,2.08015,1771
1746043800,2.08015,2.08101,2.07997,2.08101,615
1746044100,2.08101,2.08101,2.08,2.08013,561
1746044400,2.08013,2.08046,2.07984,2.07997,730
1746044700,2.07997,2.08088,2.07981,2.08052,686
1746045000,2.08052,2.08134,2.08034,2.0811800000000003,713
1746045300,2.0811800000000003,2.08178,2.08052,2.08105,611
1746045600,2.08105,2.08196,2.08078,2.0815900000000003,758
1746045900,2.0815900000000003,2.08188,2.08136,2.08167,464
1746046200,2.08167,2.08171,2.08115,2.08141,438
1746046500,2.08141,2.08141,2.0803000000000003,2.08045,2524
1746046800,2.08045,2.08113,2.08045,2.08113,1
1746047100,2.08113,2.08155,2.08014,2.0801600000000002,102
1746047400,2.0801600000000002,2.08036,2.0792800000000002,2.08034,65
1746047700,2.08034,2.0805000000000002,2.0801600000000002,2.0805000000000002,120
1746048000,2.0805000000000002,2.08093,2.08042,2.08092,157
1746048300,2.08092,2.08115,2.08075,2.08109,82
1746048600,2.08109,2.08123,2.08026,2.08038,145
1746048900,2.08038,2.08128,2.0803700000000003,2.08119,124
1746049200,2.08119,2.0813200000000003,2.08099,2.08103,47
1746049500,2.08103,2.08108,2.08067,2.08075,167
1746049800,2.08075,2.0811,2.08074,2.08106,128
1746050100,2.08106,2.08106,2.08065,2.0808400000000002,240
1746050400,2.0808400000000002,2.0809,2.07956,2.0797,1255
1746050700,2.0797,2.08056,2.07961,2.0798,580
1746051000,2.0798,2.08034,2.07968,2.08006,677
1746051300,2.08006,2.08039,2.0796900000000003,2.07973,710
1746051600,2.07973,2.07998,2.07958,2.07988,588
1746051900,2.07988,2.08018,2.07957,2.08007,327
1746052200,2.08007,2.08007,2.07903,2.07906,340
1746052500,2.07906,2.0791500000000003,2.07844,2.0788100000000003,589
1746052800,2.0788100000000003,2.07892,2.07848,2.07873,325
1746053100,2.07873,2.07904,2.07869,2.0790100000000002,204
1746053400,2.0790100000000002,2.07916,2.0789400000000002,2.07907,255
1746053700,2.07907,2.0792800000000002,2.07853,2.07869,458
1746054000,2.07869,2.0790100000000002,2.07831,2.07846,631
1746054300,2.07846,2.079,2.07844,2.07884,384
1746054600,2.07884,2.07905,2.07853,2.079,534
1746054900,2.079,2.07938,2.07882,2.0789400000000002,429
1746055200,2.0789400000000002,2.0793,2.07884,2.07892,352
1746055500,2.07892,2.07899,2.07819,2.07826,330
1746055800,2.07826,2.07866,2.07817,2.07845,514
1746056100,2.07845,2.07862,2.07817,2.07823,349
1746056400,2.07823,2.07841,2.07756,2.0777200000000002,503
1746056700,2.0777200000000002,2.07809,2.0769800000000003,2.07735,544
1746057000,2.07735,2.07768,2.07708,2.07722,502
1746057300,2.07722,2.07781,2.07707,2.0777,512
1746057600,2.0777,2.07826,2.07727,2.07735,1101
1746057900,2.07735,2.07796,2.07704,2.0778600000000003,492
1746058200,2.0778600000000003,2.0782000000000003,2.07767,2.07802,576
1746058500,2.07802,2.07803,2.07742,2.0778600000000003,474
1746058800,2.0778600000000003,2.07839,2.07701,2.07726,772
1746059100,2.07726,2.07837,2.07697,2.07832,952
1746059400,2.07832,2.07849,2.07747,2.07751,677
1746059700,2.07751,2.07783,2.0774,2.07742,477
1746060000,2.07742,2.07744,2.0764400000000003,2.07651,695
1746060300,2.07651,2.07667,2.07614,2.0763700000000003,765
1746060600,2.0763700000000003,2.07678,2.07599,2.07659,1159
1746060900,2.07659,2.07696,2.07636,2.07646,1453
1746061200,2.07646,2.07679,2.0758,2.07663,838
1746061500,2.07663,2.0774500000000002,2.07658,2.0766400000000003,994
1746061800,2.0766400000000003,2.07722,2.07638,2.07666,917
1746062100,2.07666,2.07692,2.07634,2.07666,693
1746062400,2.07666,2.07669,2.0757600000000003,2.07614,694
1746062700,2.07614,2.07631,2.07581,2.0758900000000002,553
1746063000,2.0758900000000002,2.07647,2.07584,2.07597,843
1746063300,2.07597,2.07624,2.0757,2.07574,530
1746063600,2.07574,2.07628,2.07566,2.07599,758
1746063900,2.07599,2.0773,2.0756200000000002,2.07681,749
1746064200,2.07681,2.07681,2.0762300000000002,2.07631,687
1746064500,2.07631,2.07645,2.07597,2.07615,485
1746064800,2.07615,2.07655,2.0758,2.07654,581
1746065100,2.07654,2.07654,2.07566,2.0761000000000003,617
1746065400,2.0761000000000003,2.07636,2.0756,2.07561,681
1746065700,2.07561,2.07604,2.07557,2.07563,412
1746066000,2.07563,2.0757600000000003,2.07521,2.07545,575
1746066300,2.07545,2.07577,2.07525,2.0754200000000003,578
1746066600,2.0754200000000003,2.0754200000000003,2.07343,2.07361,737
1746066900,2.07361,2.07361,2.0712200000000003,2.07185,770
1746067200,2.07185,2.073,2.07185,2.07261,614
1746067500,2.07261,2.07414,2.07248,2.0740600000000002,716
1746067800,2.0740600000000002,2.07434,2.07374,2.07401,685
1746068100,2.07401,2.07414,2.07373,2.0738600000000003,446
1746068400,2.0738600000000003,2.07473,2.07385,2.0746,1486
1746068700,2.0746,2.07565,2.07405,2.07565,1149
1746069000,2.07565,2.07597,2.0750800000000003,2.07552,975
1746069300,2.07552,2.07561,2.07483,2.0752,685
1746069600,2.0752,2.07554,2.0750100000000002,2.07533,640
1746069900,2.07533,2.0756900000000003,2.07486,2.07524,704
1746070200,2.07524,2.07606,2.07507,2.0758300000000003,726
1746070500,2.0758300000000003,2.07592,2.07441,2.07459,875
1746070800,2.07459,2.07577,2.07458,2.07556,846
1746071100,2.07556,2.07564,2.07463,2.07513,583
1746071400,2.07513,2.0754,2.07493,2.07512,623
1746071700,2.07512,2.07581,2.07483,2.07577,622
1746072000,2.07577,2.076,2.0752800000000002,2.07591,880
